Rank,PlayerID,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
112,15018,Denard Robinson,JAX,RB,11,TEN,12,6,3000,3.3
112,14533,Robert Turbin,DAL,RB,12,CAR,3,12,3200,3.3
114,13063,Taiwan Jones,OAK,RB,11,DET,31,28,3000,3.1
114,4738,Mike Tolbert,CAR,FB,11,WAS,19,16,3000,3.1
116,16847,David Johnson,ARI,RB,11,CIN,5,14,3400,3.0
116,4738,Mike Tolbert,CAR,FB,12,DAL,13,26,3000,3.0
116,17217,Raheem Mostert,BAL,RB,12,CLE,31,27,3000,3.0
119,16626,Tre Mason,LAR,RB,12,CIN,8,13,3000,2.8
120,17050,Thomas Rawls,SEA,RB,11,SF,24,26,3800,2.7
120,15185,Kenjon Barner,PHI,RB,12,DET,27,25,3000,2.7
120,13163,Roy Helu,OAK,RB,12,TEN,13,4,3000,2.7
123,15207,Benjamin Cunningham,LAR,RB,11,BAL,28,10,3000,2.5
123,5701,Fred Jackson,SEA,RB,11,SF,24,26,3000,2.5
123,8604,Donald Brown,LAC,RB,11,KC,16,8,3000,2.5
123,13741,Brandon Bolden,NE,RB,11,BUF,17,18,3000,2.5
123,14789,Jamize Olawale,OAK,FB,12,TEN,13,4,3000,2.5
123,15207,Benjamin Cunningham,LAR,RB,12,CIN,8,13,3000,2.5
129,16427,Ka'Deem Carey,CHI,RB,11,DEN,1,19,3000,2.4
129,12774,Stevan Ridley,NYJ,RB,11,HOU,15,23,3000,2.4
129,16510,Jerick McKinnon,MIN,RB,11,GB,18,12,3000,2.4
129,13255,Matt Asiata,MIN,RB,11,GB,18,12,3000,2.4
129,15616,Fozzy Whittaker,CAR,RB,11,WAS,19,16,3000,2.4
129,16510,Jerick McKinnon,MIN,RB,12,ATL,6,27,3000,2.4
135,14789,Jamize Olawale,OAK,FB,11,DET,31,28,3000,2.3
135,16178,Bishop Sankey,TEN,RB,12,OAK,29,24,3000,2.3
135,13255,Matt Asiata,MIN,RB,12,ATL,6,27,3000,2.3
135,13741,Brandon Bolden,NE,RB,12,DEN,1,18,3000,2.3
139,15018,Denard Robinson,JAX,RB,12,LAC,22,32,3000,2.1
139,15616,Fozzy Whittaker,CAR,RB,12,DAL,13,26,3000,2.1
139,8604,Donald Brown,LAC,RB,12,JAX,21,20,3000,2.1
142,16008,Orleans Darkwa,NYG,RB,12,WAS,20,19,3000,2.0
142,13446,Bruce Miller,SF,FB,11,SEA,2,2,3000,2.0
144,14786,Patrick DiMarco,ATL,FB,12,MIN,7,7,3000,1.9
144,13446,Bruce Miller,SF,FB,12,ARI,9,12,3000,1.9
146,16834,Tevin Coleman,ATL,RB,11,IND,25,22,3400,1.8
146,16142,Terrance West,BAL,RB,12,CLE,31,27,3700,1.8
146,1589,John Kuhn,GB,FB,12,CHI,15,15,3000,1.8
149,14533,Robert Turbin,DAL,RB,11,MIA,26,31,null,1.6
149,1589,John Kuhn,GB,FB,11,MIN,7,7,3000,1.6
151,16402,Andre Williams,NYG,RB,12,WAS,20,19,3000,1.5
152,12774,Stevan Ridley,NYJ,RB,12,MIA,26,31,3000,1.4
152,15467,Kendall Gaskins,SF,FB,12,ARI,9,12,3000,1.4
152,13102,Jordan Todman,PIT,RB,12,SEA,3,1,3000,1.4
155,15261,Spencer Ware,KC,RB,11,LAC,23,32,3000,1.1
156,2262,Tim Hightower,NO,RB,12,HOU,14,22,3000,1.0
157,14352,Travaris Cadet,SF,RB,11,SEA,2,2,3000,0.9
158,14352,Travaris Cadet,SF,RB,12,ARI,9,12,3000,0.8
159,11439,Antone Smith,CHI,RB,11,DEN,1,19,3000,0.7
159,15555,Zach Line,MIN,FB,11,GB,18,12,3000,0.7
159,12285,Anthony Dixon,BUF,RB,11,NE,14,3,null,0.7
159,12285,Anthony Dixon,BUF,RB,12,KC,10,6,null,0.7
163,11413,Toby Gerhart,JAX,RB,11,TEN,12,6,3000,0.6
164,14891,Tommy Bohanon,NYJ,FB,11,HOU,15,23,3000,0.5
164,15555,Zach Line,MIN,FB,12,ATL,6,27,3000,0.5
164,14891,Tommy Bohanon,NYJ,FB,12,MIA,26,31,3000,0.5
167,16869,Jalston Fowler,TEN,RB,11,JAX,23,23,3000,0.4
167,17089,Terron Ward,ATL,RB,11,IND,25,22,3000,0.4
167,14786,Patrick DiMarco,ATL,FB,11,IND,25,22,3000,0.4
167,13852,Bobby Rainey,TB,RB,11,PHI,12,6,3000,0.4
167,16031,Damien Williams,MIA,RB,11,DAL,14,29,3000,0.4
167,13852,Bobby Rainey,TB,RB,12,IND,27,25,3000,0.4
167,11969,Darrel Young,WAS,FB,12,NYG,30,21,3000,0.4
167,14620,Will Johnson,PIT,FB,12,SEA,3,1,3000,0.4
167,16955,Malcolm Johnson,CLE,FB,12,BAL,22,7,3000,0.4
176,16210,Jay Prosch,HOU,FB,11,NYJ,5,3,3000,0.3
176,16287,Juwan Thompson,DEN,RB,11,CHI,13,14,3000,0.3
176,11969,Darrel Young,WAS,FB,11,CAR,8,15,3000,0.3
176,14917,Rex Burkhead,CIN,RB,11,ARI,6,8,3000,0.3
176,15230,Stepfan Taylor,ARI,RB,11,CIN,5,14,3000,0.3
176,15631,Derrick Coleman,SEA,FB,11,SF,24,26,3000,0.3
176,13418,Anthony Sherman,KC,FB,11,LAC,23,32,3000,0.3
176,733,Jerome Felton,BUF,FB,11,NE,14,3,3000,0.3
176,16869,Jalston Fowler,TEN,RB,12,OAK,29,24,3000,0.3
176,733,Jerome Felton,BUF,FB,12,KC,10,6,3000,0.3
176,14788,Dan Herron,BUF,RB,12,KC,19,11,3000,0.3
176,16210,Jay Prosch,HOU,FB,12,NO,32,29,3000,0.3
176,11737,Cedric Peerman,CIN,RB,12,LAR,4,17,3000,0.3
176,14917,Rex Burkhead,CIN,RB,12,LAR,4,17,3000,0.3
176,11413,Toby Gerhart,JAX,RB,12,LAC,22,32,3000,0.3
176,16031,Damien Williams,MIA,RB,12,NYJ,5,3,3000,0.3
176,15230,Stepfan Taylor,ARI,RB,12,SF,28,30,3000,0.3
176,15631,Derrick Coleman,SEA,FB,12,PIT,18,2,3000,0.3
194,15185,Kenjon Barner,PHI,RB,11,TB,21,11,3000,0.2
194,14538,Jorvorskie Lane,TB,FB,11,PHI,12,6,3000,0.2
194,15596,Chase Reynolds,LAR,RB,11,BAL,28,10,3000,0.2
194,13527,Tyler Clutts,DAL,FB,11,MIA,26,31,3000,0.2
194,11737,Cedric Peerman,CIN,RB,11,ARI,6,8,3000,0.2
194,16928,Michael Burton,DET,FB,12,PHI,20,10,3000,0.2
194,13527,Tyler Clutts,DAL,FB,12,CAR,3,12,3000,0.2
194,13418,Anthony Sherman,KC,FB,12,BUF,17,18,3000,0.2
194,16120,Nikita Whitlock,NYG,RB,12,WAS,20,19,3000,0.2
194,15596,Chase Reynolds,LAR,RB,12,CIN,8,13,3000,0.2
194,16287,Juwan Thompson,DEN,RB,12,NE,12,5,3000,0.2
194,16740,Glenn Winston,CLE,RB,12,BAL,22,7,3000,0.2
206,16965,Josh Robinson,IND,RB,11,ATL,9,25,null,0.1
206,17234,Alonzo Harris,GB,RB,11,MIN,7,7,3000,0.1
206,16966,Aaron Ripkowski,GB,FB,11,MIN,7,7,3000,0.1
206,17101,Trey Williams,DAL,RB,12,CAR,3,12,3000,0.1
206,11439,Antone Smith,CHI,RB,12,GB,16,9,3000,0.1
206,16966,Aaron Ripkowski,GB,FB,12,CHI,15,15,3000,0.1
206,15202,Mike James,TB,RB,12,IND,27,25,null,0.1
206,14538,Jorvorskie Lane,TB,FB,12,IND,27,25,3000,0.1
206,16989,Marcus Murphy,NO,RB,12,HOU,14,22,3000,0.1
215,16178,Bishop Sankey,TEN,RB,11,JAX,23,23,3000,0.0
215,14687,Bernard Pierce,JAX,RB,11,TEN,12,6,3000,0.0
215,14549,Joe Banyard,JAX,RB,11,TEN,12,6,3000,0.0
215,13800,Marcus Thigpen,OAK,RB,11,DET,null,null,null,0.0
215,15497,George Winn,DET,RB,11,OAK,30,24,3000,0.0
215,16928,Michael Burton,DET,FB,11,OAK,30,24,3000,0.0
215,13163,Roy Helu,OAK,RB,11,DET,31,28,3000,0.0
215,13991,Vick Ballard,IND,RB,11,ATL,null,null,null,0.0
215,13735,Chris Polk,HOU,RB,11,NYJ,5,3,3200,0.0
215,11256,Ryan Mathews,PHI,RB,11,TB,21,11,3500,0.0
215,15202,Mike James,TB,RB,11,PHI,12,6,null,0.0
215,2699,Matt Forte,CHI,RB,11,DEN,1,19,6800,0.0
215,16855,Ty Montgomery,GB,RB,11,MIN,7,9,3000,0.0
215,17016,Terrence Magee,BAL,RB,11,LAR,3,18,null,0.0
215,16142,Terrance West,BAL,RB,11,LAR,3,18,null,0.0
215,16626,Tre Mason,LAR,RB,11,BAL,28,10,3000,0.0
215,15256,Christine Michael,DAL,RB,11,MIA,8,15,3000,0.0
215,17101,Trey Williams,DAL,RB,11,MIA,26,31,3000,0.0
215,14501,LaMichael James,MIA,RB,11,DAL,null,null,null,0.0
215,16934,Cameron Artis-Payne,CAR,RB,11,WAS,19,16,3000,0.0
215,15010,Kerwynn Williams,ARI,RB,11,CIN,5,14,null,0.0
215,17254,Jarryd Hayne,SF,RB,11,SEA,2,2,null,0.0
215,12649,Will Tukuafu,SEA,FB,11,SF,24,26,3000,0.0
215,13719,Bryce Brown,SEA,RB,11,SF,24,26,3000,0.0
215,16668,Carlos Hyde,SF,RB,11,SEA,2,2,3800,0.0
215,12386,Marshawn Lynch,SEA,RB,11,SF,24,26,6700,0.0
215,15045,Knile Davis,KC,RB,11,LAC,23,32,3000,0.0
215,14783,James Develin,NE,RB,11,BUF,17,18,null,0.0
215,14788,Dan Herron,BUF,RB,11,NE,14,3,3000,0.0
215,11256,Ryan Mathews,PHI,RB,12,DET,27,25,3400,0.0
215,15497,George Winn,DET,RB,12,PHI,20,10,3000,0.0
215,16934,Cameron Artis-Payne,CAR,RB,12,DAL,13,26,3000,0.0
215,16855,Ty Montgomery,GB,RB,12,CHI,15,16,3000,0.0
215,16427,Ka'Deem Carey,CHI,RB,12,GB,16,9,3000,0.0
215,17234,Alonzo Harris,GB,RB,12,CHI,15,15,3000,0.0
215,13800,Marcus Thigpen,OAK,RB,12,TEN,10,31,null,0.0
215,11220,Dexter McCluster,TEN,RB,12,OAK,29,24,3200,0.0
215,13063,Taiwan Jones,OAK,RB,12,TEN,13,4,3000,0.0
215,16307,Charcandrick West,KC,RB,12,BUF,17,18,5300,0.0
215,13991,Vick Ballard,IND,RB,12,TB,null,null,null,0.0
215,16965,Josh Robinson,IND,RB,12,TB,19,11,null,0.0
215,15256,Christine Michael,WAS,RB,12,NYG,30,21,null,0.0
215,14821,Edwin Baker,NO,RB,12,HOU,null,null,null,0.0
215,16524,Devonta Freeman,ATL,RB,12,MIN,7,7,8300,0.0
215,14549,Joe Banyard,JAX,RB,12,LAC,22,32,3000,0.0
215,14687,Bernard Pierce,JAX,RB,12,LAC,22,32,3000,0.0
215,16668,Carlos Hyde,SF,RB,12,ARI,9,12,3800,0.0
215,14421,Isaiah Pead,PIT,RB,12,SEA,3,1,3000,0.0
215,16699,Fitzgerald Toussaint,PIT,RB,12,SEA,3,1,null,0.0
215,12649,Will Tukuafu,SEA,FB,12,PIT,18,2,3000,0.0
215,12386,Marshawn Lynch,SEA,RB,12,PIT,18,2,6500,0.0
215,13719,Bryce Brown,SEA,RB,12,PIT,18,2,null,0.0
215,14783,James Develin,NE,RB,12,DEN,1,18,null,0.0
1,16524,Devonta Freeman,ATL,RB,14,CAR,3,12,7700,20.9
2,16524,Devonta Freeman,ATL,RB,13,TB,18,8,8000,20.4
3,11932,LeSean McCoy,BUF,RB,14,PHI,26,19,6100,19.3
4,11932,LeSean McCoy,BUF,RB,13,HOU,10,19,5700,19.1
5,7580,DeAngelo Williams,PIT,RB,14,CIN,4,10,6000,19.0
6,13337,Mark Ingram,NO,RB,13,CAR,2,10,6400,18.8
7,14385,Doug Martin,TB,RB,14,NO,32,30,6200,18.6
7,2699,Matt Forte,CHI,RB,14,WAS,17,14,6800,18.6
9,4807,Adrian Peterson,MIN,RB,13,SEA,3,2,6600,18.0
9,16847,David Johnson,ARI,RB,14,MIN,10,7,4300,18.0
9,17050,Thomas Rawls,SEA,RB,14,BAL,21,4,5800,18.0
12,7580,DeAngelo Williams,PIT,RB,13,IND,23,25,5600,17.8
12,16886,Javorius Allen,BAL,RB,13,MIA,29,31,5400,17.8
14,17050,Thomas Rawls,SEA,RB,13,MIN,6,5,5400,17.7
14,4807,Adrian Peterson,MIN,RB,14,ARI,5,8,6900,17.7
16,16847,David Johnson,ARI,RB,13,LAR,4,17,3400,17.6
17,16307,Charcandrick West,KC,RB,13,OAK,28,24,5200,17.4
18,14385,Doug Martin,TB,RB,13,ATL,7,30,5900,17.1
19,5451,Jonathan Stewart,CAR,RB,14,ATL,6,28,5800,17.0
20,5451,Jonathan Stewart,CAR,RB,13,NO,32,29,5300,16.6
20,16771,Todd Gurley,LAR,RB,13,ARI,8,11,7300,16.6
22,12239,Chris Ivory,NYJ,RB,13,NYG,30,23,5900,16.5
23,2699,Matt Forte,CHI,RB,13,SF,27,28,6900,16.4
24,15020,CJ Anderson,DEN,RB,13,LAC,25,32,3500,16.3
25,15138,Eddie Lacy,GB,RB,13,DET,23,25,5000,16.2
26,16307,Charcandrick West,KC,RB,14,LAC,22,29,5100,15.6
27,16771,Todd Gurley,LAR,RB,14,DET,23,21,6800,15.3
28,14046,Ronnie Hillman,DEN,RB,14,OAK,25,20,4700,15.2
29,12239,Chris Ivory,NYJ,RB,14,TEN,18,5,5000,14.8
30,12296,LeGarrette Blount,NE,RB,13,PHI,26,15,5100,14.7
31,16867,Jeremy Langford,CHI,RB,13,SF,27,28,5300,14.2
32,15138,Eddie Lacy,GB,RB,14,DAL,8,24,4700,14.1
33,16112,Jeremy Hill,CIN,RB,14,PIT,19,3,4600,13.7
34,16112,Jeremy Hill,CIN,RB,13,CLE,31,27,4800,13.6
35,14046,Ronnie Hillman,DEN,RB,13,LAC,25,32,4500,13.4
36,12296,LeGarrette Blount,NE,RB,14,HOU,12,19,4800,12.7
36,13158,Shaun Draughn,SF,RB,14,CLE,31,27,4800,12.7
38,8066,Darren McFadden,DAL,RB,13,WAS,21,15,5300,12.6
38,13158,Shaun Draughn,SF,RB,13,CHI,13,16,4000,12.6
40,13791,Lamar Miller,MIA,RB,14,NYG,31,22,5700,12.4
41,13791,Lamar Miller,MIA,RB,13,BAL,22,6,5800,12.0
41,16886,Javorius Allen,BAL,RB,14,SEA,2,1,5300,12.0
43,15261,Spencer Ware,KC,RB,14,LAC,22,29,4500,11.8
44,16797,TJ Yeldon,JAX,RB,14,IND,29,25,4900,11.7
45,16797,TJ Yeldon,JAX,RB,13,TEN,15,4,4800,11.2
46,15261,Spencer Ware,KC,RB,13,OAK,28,24,4900,11.1
47,8066,Darren McFadden,DAL,RB,14,GB,15,11,5000,11.0
48,13124,DeMarco Murray,PHI,RB,13,NE,14,13,5800,10.9
49,5820,Frank Gore,IND,RB,13,PIT,22,2,4300,10.8
50,5820,Frank Gore,IND,RB,14,JAX,28,18,4300,10.6
50,12317,Danny Woodhead,LAC,RB,14,KC,11,6,4400,10.6
52,14916,Giovani Bernard,CIN,RB,13,CLE,31,27,4500,10.5
52,12317,Danny Woodhead,LAC,RB,13,DEN,1,18,4800,10.5
54,15071,Latavius Murray,OAK,RB,14,DEN,1,15,4800,10.2
55,6198,Darren Sproles,PHI,RB,14,BUF,20,22,3500,9.9
56,15071,Latavius Murray,OAK,RB,13,KC,12,7,4800,9.4
57,16838,Duke Johnson,CLE,RB,14,SF,24,32,3800,9.3
58,6198,Darren Sproles,PHI,RB,13,NE,14,13,3400,8.9
59,16056,James White,NE,RB,14,HOU,12,19,4100,8.8
60,14916,Giovani Bernard,CIN,RB,14,PIT,19,3,4100,8.7
60,15126,Theo Riddick,DET,RB,13,GB,15,11,3500,8.7
62,16838,Duke Johnson,CLE,RB,13,CIN,5,12,3800,8.6
63,16163,Antonio Andrews,TEN,RB,13,JAX,24,20,3600,8.5
63,16856,Matt Jones,WAS,RB,14,CHI,13,16,3600,8.5
65,16609,Charles Sims,TB,RB,14,NO,32,30,3400,8.4
66,16189,Alfred Blue,HOU,RB,13,BUF,17,22,4600,8.3
66,12506,James Starks,GB,RB,14,DAL,8,24,4300,8.3
68,10949,CJ Spiller,NO,RB,14,TB,16,8,3000,8.1
69,12506,James Starks,GB,RB,13,DET,23,25,4500,8.0
69,15126,Theo Riddick,DET,RB,14,LAR,9,26,3600,8.0
71,16867,Jeremy Langford,CHI,RB,14,WAS,17,14,4400,7.8
71,16609,Charles Sims,TB,RB,13,ATL,7,30,3500,7.8
73,16776,Melvin Gordon,LAC,RB,14,KC,11,6,3800,7.7
74,16776,Melvin Gordon,LAC,RB,13,DEN,1,18,3400,7.5
74,8649,Rashad Jennings,NYG,RB,14,MIA,28,31,3600,7.5
76,14269,Alfred Morris,WAS,RB,13,DAL,9,26,3700,7.3
76,16856,Matt Jones,WAS,RB,13,DAL,9,26,3800,7.3
76,2262,Tim Hightower,NO,RB,14,TB,16,8,3000,7.3
76,12780,Shane Vereen,NYG,RB,14,MIA,28,31,4000,7.3
80,8649,Rashad Jennings,NYG,RB,13,NYJ,9,3,3600,7.0
80,12780,Shane Vereen,NYG,RB,13,NYJ,9,3,4200,7.0
82,11256,Ryan Mathews,PHI,RB,14,BUF,20,22,3400,6.9
82,16815,Ameer Abdullah,DET,RB,14,LAR,9,26,3600,6.9
84,16815,Ameer Abdullah,DET,RB,13,GB,15,11,3700,6.6
85,11220,Dexter McCluster,TEN,RB,14,NYJ,7,2,3000,6.5
86,16127,Isaiah Crowell,CLE,RB,14,SF,24,32,3400,6.2
86,16163,Antonio Andrews,TEN,RB,14,NYJ,7,2,3600,6.2
86,12800,Bilal Powell,NYJ,RB,14,TEN,18,5,3500,6.2
89,14269,Alfred Morris,WAS,RB,14,CHI,13,16,3500,5.9
89,12800,Bilal Powell,NYJ,RB,13,NYG,30,23,3000,5.9
91,13124,DeMarco Murray,PHI,RB,14,BUF,20,22,5000,5.8
91,16898,David Cobb,TEN,RB,14,NYJ,7,2,3300,5.8
93,12323,Joique Bell,DET,RB,13,GB,15,11,3300,5.4
93,14719,Jonathan Grimes,HOU,RB,14,NE,10,12,3000,5.4
95,15102,Chris Thompson,WAS,RB,13,DAL,9,26,3000,5.3
96,14719,Jonathan Grimes,HOU,RB,13,BUF,17,22,3000,5.1
96,13741,Brandon Bolden,NE,RB,13,PHI,26,15,3000,5.1
98,16056,James White,NE,RB,13,PHI,26,15,3300,5.0
98,14788,Dan Herron,IND,RB,13,PIT,22,2,3000,5.0
100,12323,Joique Bell,DET,RB,14,LAR,9,26,3300,4.9
100,13741,Brandon Bolden,NE,RB,14,HOU,12,19,3200,4.9
102,16127,Isaiah Crowell,CLE,RB,13,CIN,5,12,3200,4.8
102,13735,Chris Polk,HOU,RB,14,NE,10,12,3600,4.8
102,10949,CJ Spiller,NO,RB,13,CAR,2,10,3000,4.8
105,16189,Alfred Blue,HOU,RB,14,NE,10,12,3800,4.7
105,16287,Juwan Thompson,DEN,RB,14,OAK,25,20,3000,4.7
107,14872,Mike Gillislee,BUF,RB,14,PHI,26,19,3000,4.4
108,16909,Jay Ajayi,MIA,RB,14,NYG,31,22,3000,4.3
109,16909,Jay Ajayi,MIA,RB,13,BAL,22,6,3000,4.1
110,14901,Kyle Juszczyk,BAL,FB,13,MIA,29,31,3600,3.9
111,16898,David Cobb,TEN,RB,13,JAX,24,20,3300,3.7
111,14533,Robert Turbin,DAL,RB,13,WAS,21,15,3500,3.7
113,13735,Chris Polk,HOU,RB,13,BUF,17,22,3200,3.5
113,14533,Robert Turbin,DAL,RB,14,GB,15,11,3500,3.5
115,15185,Kenjon Barner,PHI,RB,14,BUF,20,22,3000,3.4
115,15018,Denard Robinson,JAX,RB,14,IND,29,25,3000,3.4
115,16008,Orleans Darkwa,NYG,RB,14,MIA,28,31,3500,3.4
118,15018,Denard Robinson,JAX,RB,13,TEN,15,4,3000,3.3
118,4738,Mike Tolbert,CAR,FB,14,ATL,6,28,3000,3.3
118,14901,Kyle Juszczyk,BAL,FB,14,SEA,2,1,3300,3.3
121,4738,Mike Tolbert,CAR,FB,13,NO,32,29,3000,3.2
121,15020,CJ Anderson,DEN,RB,14,OAK,25,20,4200,3.2
123,5701,Fred Jackson,SEA,RB,13,MIN,6,5,3000,3.1
123,16834,Tevin Coleman,ATL,RB,14,CAR,3,12,4000,3.1
125,16626,Tre Mason,LAR,RB,13,ARI,8,11,3000,3.0
125,14352,Travaris Cadet,SF,RB,14,CLE,31,27,3000,3.0
125,16626,Tre Mason,LAR,RB,14,DET,23,21,3000,3.0
125,5701,Fred Jackson,SEA,RB,14,BAL,21,4,3000,3.0
129,12285,Anthony Dixon,BUF,RB,13,HOU,10,19,null,2.8
130,15207,Benjamin Cunningham,LAR,RB,13,ARI,8,11,3000,2.7
130,16510,Jerick McKinnon,MIN,RB,14,ARI,5,8,3000,2.7
132,16142,Terrance West,BAL,RB,13,MIA,29,31,3800,2.6
132,15010,Kerwynn Williams,ARI,RB,14,MIN,10,7,3000,2.6
132,3382,Marcel Reece,OAK,FB,13,KC,12,7,3300,2.6
132,13163,Roy Helu,OAK,RB,13,KC,12,7,3000,2.6
132,14788,Dan Herron,IND,RB,14,JAX,28,18,3300,2.6
132,3382,Marcel Reece,OAK,FB,14,DEN,1,15,3300,2.6
138,16834,Tevin Coleman,ATL,RB,13,TB,18,8,4800,2.5
138,8604,Donald Brown,LAC,RB,14,KC,11,6,3000,2.5
140,14789,Jamize Olawale,OAK,FB,13,KC,12,7,3000,2.4
140,15207,Benjamin Cunningham,LAR,RB,14,DET,23,21,3000,2.4
142,16510,Jerick McKinnon,MIN,RB,13,SEA,3,2,3000,2.3
142,14789,Jamize Olawale,OAK,FB,14,DEN,1,15,3000,2.3
144,15230,Stepfan Taylor,ARI,RB,13,LAR,4,17,3000,2.2
144,15185,Kenjon Barner,PHI,RB,13,NE,14,13,3000,2.2
144,15616,Fozzy Whittaker,CAR,RB,13,NO,32,29,3000,2.2
144,13255,Matt Asiata,MIN,RB,13,SEA,3,2,3000,2.2
144,13255,Matt Asiata,MIN,RB,14,ARI,5,8,3000,2.2
149,8604,Donald Brown,LAC,RB,13,DEN,1,18,3000,2.0
149,13446,Bruce Miller,SF,FB,14,CLE,31,27,3000,2.0
151,16142,Terrance West,BAL,RB,14,SEA,2,1,3500,1.7
151,15555,Zach Line,MIN,FB,13,SEA,3,2,3000,1.7
153,16427,Ka'Deem Carey,CHI,RB,14,WAS,17,14,3200,1.6
153,16402,Andre Williams,NYG,RB,14,MIA,28,31,3300,1.6
153,1589,John Kuhn,GB,FB,13,DET,23,25,3000,1.6
153,14786,Patrick DiMarco,ATL,FB,13,TB,18,8,3000,1.6
153,14786,Patrick DiMarco,ATL,FB,14,CAR,3,12,3000,1.6
158,16008,Orleans Darkwa,NYG,RB,13,NYJ,9,3,3000,1.5
158,16031,Damien Williams,MIA,RB,14,NYG,31,22,3000,1.5
160,16699,Fitzgerald Toussaint,PIT,RB,14,CIN,4,10,3000,1.4
161,16402,Andre Williams,NYG,RB,13,NYJ,9,3,3000,1.3
161,15467,Kendall Gaskins,SF,FB,13,CHI,13,16,3000,1.3
161,15230,Stepfan Taylor,ARI,RB,14,MIN,10,7,3000,1.3
161,12985,DuJuan Harris,SEA,RB,14,BAL,21,4,3000,1.3
165,13063,Taiwan Jones,OAK,RB,14,DEN,1,15,3000,1.2
166,12774,Stevan Ridley,NYJ,RB,13,NYG,30,23,3000,1.1
166,12774,Stevan Ridley,NYJ,RB,14,TEN,18,5,3000,1.1
168,15616,Fozzy Whittaker,CAR,RB,14,ATL,6,28,3000,1.0
169,12285,Anthony Dixon,BUF,RB,14,PHI,26,19,null,0.9
170,13446,Bruce Miller,SF,FB,13,CHI,13,16,3000,0.8
170,15467,Kendall Gaskins,SF,FB,14,CLE,31,27,3000,0.8
172,14891,Tommy Bohanon,NYJ,FB,13,NYG,30,23,3000,0.7
172,14891,Tommy Bohanon,NYJ,FB,14,TEN,18,5,3000,0.7
174,15010,Kerwynn Williams,ARI,RB,13,LAR,4,17,null,0.6
174,16178,Bishop Sankey,TEN,RB,13,JAX,24,20,3000,0.6
174,15555,Zach Line,MIN,FB,14,ARI,5,8,3000,0.6
174,1589,John Kuhn,GB,FB,14,DAL,8,24,3000,0.6
178,2262,Tim Hightower,NO,RB,13,CAR,2,10,3000,0.5
178,14917,Rex Burkhead,CIN,RB,13,CLE,31,27,3000,0.5
178,16869,Jalston Fowler,TEN,RB,13,JAX,24,20,3000,0.5
178,16427,Ka'Deem Carey,CHI,RB,13,SF,27,28,3000,0.5
178,14620,Will Johnson,PIT,FB,13,IND,23,25,3000,0.5
178,13852,Bobby Rainey,TB,RB,14,NO,32,30,3000,0.5
178,15191,Austin Johnson,NO,FB,14,TB,16,8,null,0.5
178,14620,Will Johnson,PIT,FB,14,CIN,4,10,3000,0.5
178,14917,Rex Burkhead,CIN,RB,14,PIT,19,3,3000,0.5
187,13852,Bobby Rainey,TB,RB,13,ATL,7,30,3000,0.4
187,16031,Damien Williams,MIA,RB,13,BAL,22,6,3000,0.4
187,11969,Darrel Young,WAS,FB,13,DAL,9,26,3000,0.4
187,16989,Marcus Murphy,NO,RB,14,TB,16,8,3000,0.4
187,11969,Darrel Young,WAS,FB,14,CHI,13,16,3000,0.4
192,733,Jerome Felton,BUF,FB,13,HOU,10,19,3000,0.3
192,16210,Jay Prosch,HOU,FB,13,BUF,17,22,3000,0.3
192,14352,Travaris Cadet,SF,RB,13,CHI,13,16,3000,0.3
192,16287,Juwan Thompson,DEN,RB,13,LAC,25,32,3000,0.3
192,15045,Knile Davis,KC,RB,13,OAK,28,24,3500,0.3
192,13418,Anthony Sherman,KC,FB,13,OAK,28,24,3000,0.3
192,13527,Tyler Clutts,DAL,FB,13,WAS,21,15,3000,0.3
192,733,Jerome Felton,BUF,FB,14,PHI,26,19,3000,0.3
192,16869,Jalston Fowler,TEN,RB,14,NYJ,7,2,3000,0.3
192,11737,Cedric Peerman,CIN,RB,14,PIT,19,3,3000,0.3
192,16210,Jay Prosch,HOU,FB,14,NE,10,12,3000,0.3
192,16240,Zurlon Tipton,IND,RB,14,JAX,28,18,3000,0.3
192,13418,Anthony Sherman,KC,FB,14,LAC,22,29,3000,0.3
192,15045,Knile Davis,KC,RB,14,LAC,22,29,3000,0.3
192,13527,Tyler Clutts,DAL,FB,14,GB,15,11,3000,0.3
207,16928,Michael Burton,DET,FB,13,GB,15,11,3000,0.2
207,16120,Nikita Whitlock,NYG,RB,13,NYJ,9,3,3000,0.2
207,15596,Chase Reynolds,LAR,RB,13,ARI,8,11,3000,0.2
207,15631,Derrick Coleman,SEA,FB,13,MIN,6,5,3000,0.2
207,11737,Cedric Peerman,CIN,RB,13,CLE,31,27,3000,0.2
207,16955,Malcolm Johnson,CLE,FB,13,CIN,5,12,3000,0.2
207,15596,Chase Reynolds,LAR,RB,14,DET,23,21,3000,0.2
207,15631,Derrick Coleman,SEA,FB,14,BAL,21,4,3000,0.2
207,16120,Nikita Whitlock,NYG,RB,14,MIA,28,31,3000,0.2
216,14538,Jorvorskie Lane,TB,FB,13,ATL,7,30,3000,0.1
216,16989,Marcus Murphy,NO,RB,13,CAR,2,10,3000,0.1
216,17217,Raheem Mostert,BAL,RB,13,MIA,29,31,3000,0.1
216,16240,Zurlon Tipton,IND,RB,13,PIT,22,2,null,0.1
216,14538,Jorvorskie Lane,TB,FB,14,NO,32,30,3000,0.1
